trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.001, 'e': 0.9833021775801796}",25,0,-148.6486374717172,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
184,False,"{'a': 0.001, 'e': 0.9831197056650174}",30,0,-133.78194408817947,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
185,False,"{'a': 0.001, 'e': 0.9829362506302315}",20,0,-83.47244577618775,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
186,False,"{'a': 0.001, 'e': 0.9827518126592768}",20,0,-108.53270070195254,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
187,False,"{'a': 0.001, 'e': 0.9825663919365915}",20,0,-149.8678842736722,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
188,False,"{'a': 0.001, 'e': 0.9823799886475959}",25,0,-224.93507510744539,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
189,False,"{'a': 0.001, 'e': 0.9821926029786937}",20,4,-34.66961868395607,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
190,False,"{'a': 0.001, 'e': 0.9820042351172703}",25,0,-272.1158905699493,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 5}",0
191,False,"{'a': 0.001, 'e': 0.9818148852516937}",25,0,-239.75621770936934,"{0: 12, 1: 0, 2: 7, 3: 3, 4: 3}",0
192,False,"{'a': 0.001, 'e': 0.9816245535713135}",35,0,-168.64496767831668,"{0: 21, 1: 3, 2: 8, 3: 1, 4: 2}",0
193,False,"{'a': 0.001, 'e': 0.9814332402664617}",20,0,-56.701410780486356,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
194,False,"{'a': 0.001, 'e': 0.9812409455284513}",20,0,-58.26414061648438,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
195,False,"{'a': 0.001, 'e': 0.9810476695495772}",30,0,-117.319517222186,"{0: 19, 1: 6, 2: 2, 3: 2, 4: 1}",0
196,False,"{'a': 0.001, 'e': 0.9808534125231153}",20,0,-144.2524348006056,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
197,False,"{'a': 0.001, 'e': 0.9806581746433226}",25,0,-168.2518757323809,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
198,False,"{'a': 0.001, 'e': 0.9804619561054371}",20,0,-180.81930395044694,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
199,False,"{'a': 0.001, 'e': 0.9802647571056771}",20,0,-177.79368361125705,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 4}",0
200,False,"{'a': 0.001, 'e': 0.9800665778412416}",20,0,-26.539398900118037,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
201,False,"{'a': 0.001, 'e': 0.97986741851031}",25,0,-86.97823870385596,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
202,False,"{'a': 0.001, 'e': 0.9796672793120416}",25,0,-54.54541715845648,"{0: 14, 1: 8, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.001, 'e': 0.9794661604465754}",20,0,-91.79655970880756,"{0: 9, 1: 0, 2: 11, 3: 0, 4: 0}",0
204,False,"{'a': 0.001, 'e': 0.9792640621150305}",25,0,-176.84430259621635,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
205,False,"{'a': 0.001, 'e': 0.9790609845195051}",20,0,-50.17205077565507,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
206,False,"{'a': 0.001, 'e': 0.9788569278630767}",25,0,-235.49118945695915,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 4}",0
207,False,"{'a': 0.001, 'e': 0.978651892349802}",25,0,-159.1145992953937,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
208,False,"{'a': 0.001, 'e': 0.9784458781847165}",30,0,-137.1396921404089,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
209,False,"{'a': 0.001, 'e': 0.9782388855738344}",25,0,-180.36999869711462,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
210,False,"{'a': 0.001, 'e': 0.9780309147241483}",30,12,-172.14036923916547,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 3}",1
211,False,"{'a': 0.001, 'e': 0.9778219658436289}",25,0,-126.0262621045475,"{0: 14, 1: 2, 2: 5, 3: 4, 4: 0}",0
212,False,"{'a': 0.001, 'e': 0.9776120391412251}",20,0,-141.23344955781909,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
213,False,"{'a': 0.001, 'e': 0.9774011348268636}",35,0,-169.3199771225696,"{0: 18, 1: 6, 2: 8, 3: 2, 4: 1}",0
214,False,"{'a': 0.001, 'e': 0.9771892531114489}",25,3,-133.62658778280297,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 3}",1
215,False,"{'a': 0.001, 'e': 0.9769763942068623}",20,0,-51.577840989021546,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
216,False,"{'a': 0.001, 'e': 0.9767625583259631}",20,0,-89.14384706750454,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
217,False,"{'a': 0.001, 'e': 0.976547745682587}",20,0,-29.469290818092244,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
218,False,"{'a': 0.001, 'e': 0.9763319564915464}",25,0,-44.80129236974441,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
219,False,"{'a': 0.001, 'e': 0.9761151909686308}",25,0,-215.80304299713455,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
220,False,"{'a': 0.001, 'e': 0.9758974493306055}",30,0,-214.46602540312142,"{0: 17, 1: 3, 2: 4, 3: 3, 4: 3}",0
221,False,"{'a': 0.001, 'e': 0.9756787317952123}",30,16,-81.88302685946165,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
222,False,"{'a': 0.001, 'e': 0.9754590385811684}",20,0,-80.82283884178094,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
223,False,"{'a': 0.001, 'e': 0.9752383699081674}",20,0,-104.3801845806831,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
224,False,"{'a': 0.001, 'e': 0.9750167259968777}",20,0,-128.1318428684143,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
225,False,"{'a': 0.001, 'e': 0.9747941070689433}",25,5,-9.135294585122374,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.001, 'e': 0.974570513346983}",20,0,-82.86809444172496,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
227,False,"{'a': 0.001, 'e': 0.9743459450545906}",25,0,-137.44624578910827,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
228,False,"{'a': 0.001, 'e': 0.9741204024163344}",25,0,-164.59070380721417,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
229,False,"{'a': 0.001, 'e': 0.9738938856577568}",30,0,-65.44777227273102,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
230,False,"{'a': 0.001, 'e': 0.9736663950053749}",20,0,-117.07566881306472,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
231,False,"{'a': 0.001, 'e': 0.9734379306866789}",20,0,-54.69392646528311,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
232,False,"{'a': 0.001, 'e': 0.9732084929301336}",20,0,-266.5267294128051,"{0: 7, 1: 3, 2: 2, 3: 4, 4: 4}",0
233,False,"{'a': 0.001, 'e': 0.9729780819651762}",20,0,-145.09945996867563,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
234,False,"{'a': 0.001, 'e': 0.9727466980222181}",25,0,-92.9421385983187,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
235,False,"{'a': 0.001, 'e': 0.972514341332643}",20,6,-72.7720354560863,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
236,False,"{'a': 0.001, 'e': 0.9722810121288076}",25,0,-137.1515166839946,"{0: 11, 1: 7, 2: 5, 3: 1, 4: 1}",0
237,False,"{'a': 0.001, 'e': 0.9720467106440411}",25,0,-162.76194244832286,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
238,False,"{'a': 0.001, 'e': 0.971811437112645}",30,0,-218.71274841133535,"{0: 15, 1: 4, 2: 7, 3: 1, 4: 3}",0
239,False,"{'a': 0.001, 'e': 0.9715751917698927}",20,0,-110.22126294955898,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
240,False,"{'a': 0.001, 'e': 0.9713379748520296}",25,0,-114.05345428013335,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
241,False,"{'a': 0.001, 'e': 0.9710997865962726}",30,2,-45.74116352856795,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 1}",1
242,False,"{'a': 0.001, 'e': 0.97086062724081}",25,0,-62.81576005247736,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
243,False,"{'a': 0.001, 'e': 0.970620497024801}",25,0,-64.02520595052219,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
244,False,"{'a': 0.001, 'e': 0.9703793961883759}",30,0,-219.1228522412868,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
245,False,"{'a': 0.001, 'e': 0.9701373249726354}",20,0,-90.74626772803212,"{0: 7, 1: 6, 2: 7, 3: 0, 4: 0}",0
246,False,"{'a': 0.001, 'e': 0.9698942836196508}",20,0,-82.83182144728616,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
247,False,"{'a': 0.001, 'e': 0.9696502723724634}",25,4,-18.97080493354302,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
248,False,"{'a': 0.001, 'e': 0.9694052914750845}",20,0,-105.19089148717467,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
249,False,"{'a': 0.001, 'e': 0.9691593411724948}",20,6,-116.22556783359003,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 2}",1
250,False,"{'a': 0.001, 'e': 0.9689124217106447}",20,0,-181.45808560116816,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
251,False,"{'a': 0.001, 'e': 0.9686645333364537}",20,0,-185.71028397066496,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
252,False,"{'a': 0.001, 'e': 0.9684156762978101}",25,0,-67.51949307068736,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",1
253,False,"{'a': 0.001, 'e': 0.9681658508435709}",20,0,-16.94919861010909,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
254,False,"{'a': 0.001, 'e': 0.9679150572235615}",30,0,-242.07391862242434,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 4}",0
255,False,"{'a': 0.001, 'e': 0.9676632956885756}",25,0,-119.86704513553266,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
256,False,"{'a': 0.001, 'e': 0.9674105664903746}",25,0,-199.9671424504493,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
257,False,"{'a': 0.001, 'e': 0.9671568698816877}",30,0,-113.5182974362675,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
258,False,"{'a': 0.001, 'e': 0.9669022061162116}",25,0,-126.34501537687979,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
259,False,"{'a': 0.001, 'e': 0.9666465754486098}",25,19,1.4487335826559262,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.001, 'e': 0.9663899781345132}",20,0,-73.98141799643672,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
261,False,"{'a': 0.001, 'e': 0.966132414430519}",30,15,-9.28432245663717,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.001, 'e': 0.9658738845941909}",30,0,-188.49438816077424,"{0: 16, 1: 5, 2: 4, 3: 3, 4: 2}",0
263,False,"{'a': 0.001, 'e': 0.9656143888840587}",25,0,-103.1959431878427,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
264,False,"{'a': 0.001, 'e': 0.965353927559618}",35,0,-118.2898380012674,"{0: 22, 1: 2, 2: 9, 3: 2, 4: 0}",0
265,False,"{'a': 0.001, 'e': 0.9650925008813303}",20,0,-68.22959241571355,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
266,False,"{'a': 0.001, 'e': 0.9648301091106221}",25,0,-123.17235659278016,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
267,False,"{'a': 0.001, 'e': 0.9645667525098851}",35,0,-188.14899363836136,"{0: 18, 1: 7, 2: 7, 3: 1, 4: 2}",0
268,False,"{'a': 0.001, 'e': 0.9643024313424761}",20,0,-137.4404485410261,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
269,False,"{'a': 0.001, 'e': 0.964037145872716}",25,0,-80.90152921682275,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
270,False,"{'a': 0.001, 'e': 0.9637708963658905}",25,0,-120.40182706559614,"{0: 11, 1: 7, 2: 6, 3: 0, 4: 1}",0
271,False,"{'a': 0.001, 'e': 0.9635036830882489}",20,0,-74.10259895205256,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
272,False,"{'a': 0.001, 'e': 0.9632355063070045}",20,0,-133.03191950202554,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
273,False,"{'a': 0.001, 'e': 0.962966366290334}",20,0,-185.8686482042538,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
274,False,"{'a': 0.001, 'e': 0.9626962633073776}",25,0,-82.15440983832198,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",1
275,False,"{'a': 0.001, 'e': 0.962425197628238}",20,0,-25.814847472342397,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
276,False,"{'a': 0.001, 'e': 0.9621531695239809}",20,0,-98.77677034432888,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
277,False,"{'a': 0.001, 'e': 0.9618801792666346}",25,0,-107.88445626119834,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
278,False,"{'a': 0.001, 'e': 0.9616062271291891}",30,0,-174.97826438497023,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
279,False,"{'a': 0.001, 'e': 0.9613313133855966}",25,0,-100.38109469305766,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
280,False,"{'a': 0.001, 'e': 0.9610554383107709}",20,0,-164.1716323584786,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
281,False,"{'a': 0.001, 'e': 0.960778602180587}",20,0,-109.31184003027218,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
282,False,"{'a': 0.001, 'e': 0.960500805271881}",25,0,-194.15427310037904,"{0: 10, 1: 5, 2: 6, 3: 2, 4: 2}",0
283,False,"{'a': 0.001, 'e': 0.9602220478624496}",20,0,-39.52078444565052,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
284,False,"{'a': 0.001, 'e': 0.9599423302310505}",20,0,-71.158224634694,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
285,False,"{'a': 0.001, 'e': 0.9596616526574011}",20,0,-142.82662842135844,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
286,False,"{'a': 0.001, 'e': 0.959380015422179}",20,0,-106.01316059098797,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
287,False,"{'a': 0.001, 'e': 0.9590974188070215}",20,0,-126.34847165404167,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
288,False,"{'a': 0.001, 'e': 0.9588138630945251}",25,0,-122.64842503586303,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
289,False,"{'a': 0.001, 'e': 0.9585293485682455}",20,0,-63.15138136842429,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
290,False,"{'a': 0.001, 'e': 0.9582438755126972}",25,0,-119.75361053900812,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
291,False,"{'a': 0.001, 'e': 0.9579574442133532}",25,0,-119.6969866823315,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
292,False,"{'a': 0.001, 'e': 0.9576700549566448}",20,0,-105.18001680261818,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
293,False,"{'a': 0.001, 'e': 0.9573817080299614}",20,12,-9.49986757353074,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.001, 'e': 0.9570924037216496}",25,3,-84.12132232951038,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
295,False,"{'a': 0.001, 'e': 0.9568021423210139}",25,7,-42.546266609679016,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
296,False,"{'a': 0.001, 'e': 0.9565109241183156}",20,0,-125.78964012803159,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
297,False,"{'a': 0.001, 'e': 0.9562187494047729}",25,0,-108.2822681435017,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
298,False,"{'a': 0.001, 'e': 0.9559256184725605}",20,0,-72.76681564806174,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
299,False,"{'a': 0.001, 'e': 0.9556315316148093}",20,0,-110.73112522929586,"{0: 8, 1: 6, 2: 3, 3: 3, 4: 0}",0
300,False,"{'a': 0.001, 'e': 0.955336489125606}",25,0,-140.57026479508139,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
301,False,"{'a': 0.001, 'e': 0.9550404912999932}",25,0,-102.46809706606963,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
302,False,"{'a': 0.001, 'e': 0.9547435384339689}",20,0,-98.12668898179125,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
303,False,"{'a': 0.001, 'e': 0.9544456308244855}",25,0,-42.202837773370234,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
304,False,"{'a': 0.001, 'e': 0.9541467687694509}",25,0,-195.14567666553995,"{0: 11, 1: 7, 2: 3, 3: 1, 4: 3}",0
305,False,"{'a': 0.001, 'e': 0.9538469525677271}",25,8,-18.784547696472156,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
306,False,"{'a': 0.001, 'e': 0.9535461825191301}",20,0,-161.66310994084813,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 4}",0
307,False,"{'a': 0.001, 'e': 0.9532444589244301}",30,0,-172.1848133033383,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
308,False,"{'a': 0.001, 'e': 0.9529417820853506}",20,0,-153.67292701074354,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
309,False,"{'a': 0.001, 'e': 0.9526381523045685}",20,0,-135.29815975460858,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
310,False,"{'a': 0.001, 'e': 0.9523335698857134}",25,0,-115.62843843218984,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
311,False,"{'a': 0.001, 'e': 0.9520280351333678}",20,0,-103.2109445791597,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
312,False,"{'a': 0.001, 'e': 0.9517215483530664}",25,0,-206.58259653552827,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
313,False,"{'a': 0.001, 'e': 0.9514141098512959}",30,0,-173.870846083811,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
314,False,"{'a': 0.001, 'e': 0.951105719935495}",25,14,-24.728657978465474,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.001, 'e': 0.9507963789140532}",20,0,-78.95036006923544,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
316,False,"{'a': 0.001, 'e': 0.9504860870963119}",20,0,-52.6324288836064,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
317,False,"{'a': 0.001, 'e': 0.9501748447925626}",20,0,-54.291922502971,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
318,False,"{'a': 0.001, 'e': 0.9498626523140478}",25,0,-37.558593209947134,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
319,False,"{'a': 0.001, 'e': 0.9495495099729597}",30,0,-129.7685291278345,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
320,False,"{'a': 0.001, 'e': 0.9492354180824408}",20,0,-99.85708161501458,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
321,False,"{'a': 0.001, 'e': 0.948920376956583}",20,0,-119.01631088724228,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
322,False,"{'a': 0.001, 'e': 0.9486043869104273}",20,0,-2.137575389240564,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
323,False,"{'a': 0.001, 'e': 0.9482874482599637}",20,0,-67.44342703067154,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
324,False,"{'a': 0.001, 'e': 0.9479695613221308}",20,0,-74.42693964249719,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
325,False,"{'a': 0.001, 'e': 0.9476507264148157}",20,0,-105.73753733189307,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
326,False,"{'a': 0.001, 'e': 0.9473309438568531}",25,0,-200.3161883598782,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
327,False,"{'a': 0.001, 'e': 0.9470102139680256}",20,0,-53.16326512639825,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
328,False,"{'a': 0.001, 'e': 0.9466885370690631}",25,18,-12.402921357165463,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.001, 'e': 0.9463659134816423}",25,0,-195.72645144134896,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
330,False,"{'a': 0.001, 'e': 0.946042343528387}",35,0,-150.5389649960861,"{0: 20, 1: 4, 2: 9, 3: 1, 4: 1}",0
331,False,"{'a': 0.001, 'e': 0.9457178275328669}",25,0,-99.61598074587314,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
332,False,"{'a': 0.001, 'e': 0.9453923658195982}",25,0,-81.50829509732426,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
333,False,"{'a': 0.001, 'e': 0.9450659587140423}",20,0,-115.45362878535249,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",1
334,False,"{'a': 0.001, 'e': 0.9447386065426066}",30,4,-169.09783191889125,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 3}",1
335,False,"{'a': 0.001, 'e': 0.944410309632643}",25,0,-87.5082362993614,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
336,False,"{'a': 0.001, 'e': 0.9440810683124485}",30,17,-55.75922462598201,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
337,False,"{'a': 0.001, 'e': 0.9437508829112643}",30,0,-326.7477323944888,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 6}",0
338,False,"{'a': 0.001, 'e': 0.9434197537592759}",25,0,-71.81759203271825,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
339,False,"{'a': 0.001, 'e': 0.9430876811876123}",30,0,-69.39266092273921,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
340,False,"{'a': 0.001, 'e': 0.9427546655283462}",25,0,-183.2879055549063,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
341,False,"{'a': 0.001, 'e': 0.9424207071144931}",30,0,-121.24357680745946,"{0: 18, 1: 7, 2: 3, 3: 0, 4: 2}",0
342,False,"{'a': 0.001, 'e': 0.9420858062800114}",25,0,-67.92099681411898,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
343,False,"{'a': 0.001, 'e': 0.941749963359802}",30,19,-56.31034884417731,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
344,False,"{'a': 0.001, 'e': 0.9414131786897075}",20,0,-95.45603057717344,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
345,False,"{'a': 0.001, 'e': 0.941075452606513}",25,0,-114.59644806565767,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
346,False,"{'a': 0.001, 'e': 0.9407367854479443}",20,0,-110.43362899440557,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
347,False,"{'a': 0.001, 'e': 0.9403971775526684}",20,0,-186.3532751969822,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
348,False,"{'a': 0.001, 'e': 0.9400566292602934}",20,0,-44.705554483113595,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
349,False,"{'a': 0.001, 'e': 0.9397151409113674}",25,0,-161.84879690642333,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
350,False,"{'a': 0.001, 'e': 0.9393727128473789}",30,0,-146.43588401959414,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
351,False,"{'a': 0.001, 'e': 0.9390293454107558}",20,0,-250.1060943499897,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 5}",0
352,False,"{'a': 0.001, 'e': 0.9386850389448655}",20,0,-65.14261067521645,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
353,False,"{'a': 0.001, 'e': 0.9383397937940146}",30,0,-205.1869583881648,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
354,False,"{'a': 0.001, 'e': 0.937993610303448}",20,0,-61.19675329159256,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
355,False,"{'a': 0.001, 'e': 0.9376464888193493}",20,0,-73.98512880130234,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
356,False,"{'a': 0.001, 'e': 0.9372984296888399}",35,0,-265.16882908647653,"{0: 18, 1: 5, 2: 6, 3: 2, 4: 4}",0
357,False,"{'a': 0.001, 'e': 0.9369494332599789}",25,7,-79.92528717204786,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 1}",1
358,False,"{'a': 0.001, 'e': 0.9365994998817627}",20,9,-71.08184940695533,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
359,False,"{'a': 0.001, 'e': 0.9362486299041247}",20,0,-72.21630476117727,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
360,False,"{'a': 0.001, 'e': 0.9358968236779348}",25,17,-20.220804810956302,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
361,False,"{'a': 0.001, 'e': 0.9355440815549994}",35,0,-108.48244939391216,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
362,False,"{'a': 0.001, 'e': 0.9351904038880602}",20,5,-124.41912031690936,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 2}",1
363,False,"{'a': 0.001, 'e': 0.9348357910307951}",20,0,-83.63394469834677,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
364,False,"{'a': 0.001, 'e': 0.9344802433378168}",35,21,-113.54615662686028,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 3}",1
365,False,"{'a': 0.001, 'e': 0.9341237611646731}",25,0,-84.7899369411321,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
366,False,"{'a': 0.001, 'e': 0.933766344867846}",20,1,-21.277806529370796,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
